application_id,gender,international,gpa,major,race,gmat,work_exp,work_industry,admission
864,Female,True,3.27,Humanities,,680.0,7.0,Media/Entertainment,Waitlist
865,Female,True,,Humanities,,650.0,6.0,Nonprofit/Gov,Reject
866,Male,False,3.05,Humanities,White,580.0,6.0,Technology,Reject
867,Female,False,3.04,STEM,White,610.0,5.0,CPG,Reject
869,Male,False,3.13,Business,Black,670.0,7.0,Consulting,Reject
870,Female,,3.29,Humanities,Hispanic,690.0,3.0,Nonprofit/Gov,Reject
871,Female,True,,Business,,640.0,7.0,Nonprofit/Gov,Reject
872,Male,False,3.44,Humanities,Asian,720.0,5.0,Consulting,Admit
873,Female,False,3.45,Humanities,Hispanic,740.0,7.0,Consulting,Reject
874,Male,True,3.21,Business,,640.0,3.0,Financial Services,Reject
875,Male,False,3.31,Humanities,White,650.0,5.0,Investment Banking,Reject
876,Male,True,2.98,Humanities,,710.0,5.0,Consulting,Reject
877,Male,False,3.26,Humanities,Asian,710.0,6.0,Consulting,Reject
878,Male,False,3.56,Business,Asian,780.0,,Media/Entertainment,Reject
879,Male,False,3.17,Business,White,630.0,6.0,Financial Services,Reject
880,Male,False,3.28,STEM,White,670.0,5.0,PE/VC,Waitlist
881,Female,True,3.08,,,660.0,4.0,Other,Reject
882,Male,True,3.41,Business,,710.0,7.0,PE/VC,Admit
883,Female,True,3.15,STEM,,670.0,5.0,Other,Reject
884,Female,False,,Humanities,White,600.0,7.0,Financial Services,Reject
885,Male,False,3.23,Business,Hispanic,630.0,3.0,Financial Services,Reject
886,Male,False,3.33,Business,Asian,700.0,5.0,Consulting,Admit
887,Female,,,Humanities,Asian,690.0,7.0,Consulting,Admit
888,Male,False,3.32,Business,Asian,670.0,,Nonprofit/Gov,Reject
889,Male,True,3.28,Business,,620.0,5.0,Consulting,Reject
890,Male,True,,Business,,640.0,3.0,Consulting,Reject
891,Male,,3.4,Humanities,Asian,660.0,5.0,PE/VC,Reject
892,Female,False,3.12,Humanities,Hispanic,630.0,5.0,Other,Reject
893,Male,True,3.49,Humanities,,660.0,7.0,Consulting,Reject
894,Female,False,3.1,Humanities,White,590.0,,Consulting,Reject
895,Male,False,3.51,STEM,Asian,600.0,6.0,Consulting,Reject
896,,True,3.32,,,660.0,7.0,Health Care,Waitlist
897,Male,False,3.29,Humanities,Hispanic,760.0,5.0,Technology,Admit
898,Male,False,3.52,STEM,Asian,760.0,5.0,PE/VC,Reject
899,Male,False,3.24,Business,White,630.0,6.0,Technology,Reject
900,Male,False,3.2,Business,,700.0,5.0,Nonprofit/Gov,Reject
901,Male,False,3.04,Business,Asian,580.0,4.0,Consulting,Reject
902,Male,True,3.21,STEM,,620.0,4.0,PE/VC,Reject
903,Male,False,3.06,Humanities,Black,580.0,5.0,Consulting,Reject
904,Female,False,3.34,Humanities,Asian,660.0,6.0,Real Estate,Admit
905,Female,,3.23,Humanities,White,710.0,6.0,PE/VC,Admit
906,Male,False,3.16,STEM,Hispanic,620.0,6.0,Other,Reject
907,Male,True,3.19,Humanities,,680.0,7.0,Consulting,Reject
908,Male,False,2.93,Business,White,610.0,3.0,Technology,Reject
909,Female,False,3.22,Business,Black,710.0,6.0,Consulting,Reject
910,,False,3.13,Humanities,Asian,640.0,7.0,Investment Banking,Reject
911,Female,False,3.56,STEM,White,680.0,4.0,Consulting,Reject
912,,True,3.41,STEM,,710.0,6.0,Nonprofit/Gov,Admit
913,Male,True,3.38,STEM,,680.0,,Technology,Reject
914,Male,False,3.1,Humanities,Asian,590.0,4.0,PE/VC,Reject
915,Female,False,3.21,STEM,Black,690.0,5.0,,Reject
916,Male,False,3.29,Humanities,White,600.0,5.0,Consulting,Reject
917,Female,True,3.2,,,600.0,4.0,PE/VC,Reject
918,Female,True,3.23,Humanities,,590.0,4.0,Consulting,Reject
919,Female,False,3.19,Business,Asian,680.0,5.0,Consulting,Reject
920,Male,False,3.46,Business,Asian,680.0,6.0,Nonprofit/Gov,Reject
921,Female,False,3.13,Humanities,Hispanic,680.0,6.0,Nonprofit/Gov,Reject
922,Female,True,3.45,Business,,710.0,4.0,Investment Management,Admit
923,Male,True,3.49,Business,,780.0,5.0,Nonprofit/Gov,Reject
924,Female,True,2.99,Business,,580.0,7.0,Nonprofit/Gov,Reject
925,Female,True,3.17,STEM,,700.0,5.0,Investment Banking,Reject
926,Female,False,3.36,Humanities,Asian,660.0,5.0,Investment Management,Admit
927,Male,False,3.29,,White,610.0,8.0,Other,Reject
928,Female,False,,STEM,,780.0,6.0,Consulting,Admit
929,Male,False,3.74,Humanities,Hispanic,700.0,5.0,,Reject
930,Male,False,3.08,Business,Asian,650.0,5.0,,Reject
931,Female,False,3.21,Humanities,Asian,640.0,5.0,Consulting,Reject
932,Female,False,3.31,Business,White,660.0,4.0,PE/VC,Admit
933,Male,False,3.17,Humanities,Asian,590.0,5.0,Other,Reject
934,Male,True,3.22,STEM,,600.0,4.0,PE/VC,Reject
935,Female,True,3.33,STEM,,750.0,5.0,Investment Banking,Admit
936,Female,,3.21,Humanities,,630.0,5.0,CPG,Reject
937,Male,True,3.24,Business,,570.0,4.0,Consulting,Reject
938,Female,,3.4,Humanities,Black,760.0,6.0,Consulting,Reject
939,Male,False,3.21,Humanities,White,690.0,3.0,Real Estate,Admit
940,Male,False,3.36,STEM,Black,700.0,4.0,Technology,Reject
941,Female,False,3.13,STEM,Asian,610.0,3.0,Consulting,Reject
942,Male,False,3.08,STEM,Asian,570.0,4.0,Nonprofit/Gov,Reject
943,Male,False,3.35,Humanities,Black,590.0,5.0,Technology,Reject
944,Female,True,3.39,STEM,,690.0,6.0,Technology,Admit
945,Male,False,3.33,Humanities,Hispanic,690.0,5.0,Technology,Reject
946,Male,False,2.99,Humanities,Hispanic,620.0,6.0,Other,Reject
947,Male,False,3.29,Business,Asian,690.0,5.0,Health Care,Reject
948,Male,False,3.37,Humanities,,640.0,7.0,CPG,Reject
949,Female,False,2.95,STEM,Asian,570.0,5.0,Investment Banking,Reject
950,Male,False,3.25,Business,Hispanic,610.0,5.0,Consulting,Reject
951,Male,False,3.37,Business,White,580.0,5.0,Financial Services,Reject
952,Male,False,3.03,Humanities,White,590.0,4.0,PE/VC,Reject
953,Male,False,3.28,,Black,780.0,6.0,Consulting,Reject
954,Female,False,3.28,Humanities,Asian,570.0,4.0,Financial Services,Reject
955,Female,False,3.27,STEM,White,590.0,5.0,Technology,Reject
956,Female,False,3.24,Business,Black,670.0,5.0,Consulting,Reject
957,,True,3.19,Business,,650.0,4.0,PE/VC,Reject
958,Male,False,3.17,STEM,Black,580.0,5.0,PE/VC,Reject
959,Male,True,3.1,Business,,660.0,5.0,PE/VC,Reject
960,Male,False,,STEM,Asian,620.0,6.0,PE/VC,Reject
961,Female,True,3.45,Humanities,,670.0,5.0,PE/VC,Admit
962,Male,False,3.51,Humanities,White,750.0,6.0,Real Estate,Admit
963,Female,False,3.17,STEM,Hispanic,670.0,7.0,PE/VC,Reject
964,Female,True,2.96,STEM,,580.0,5.0,PE/VC,Reject
965,Female,False,3.16,Humanities,Asian,,3.0,Financial Services,Reject
966,Female,False,3.21,Humanities,White,610.0,6.0,PE/VC,Reject
967,Male,,3.44,STEM,Hispanic,720.0,5.0,Nonprofit/Gov,Reject
968,Male,False,3.33,STEM,Asian,730.0,6.0,PE/VC,Admit
969,Male,False,3.56,Humanities,Asian,,6.0,Technology,Admit
970,Male,False,3.29,STEM,Asian,670.0,5.0,Health Care,Reject
971,Male,False,,Business,White,610.0,7.0,Consulting,Reject
972,Male,True,3.18,Business,,670.0,6.0,Consulting,Reject
973,Female,True,2.91,Business,,620.0,3.0,PE/VC,Reject
974,Male,False,3.28,Business,Asian,620.0,4.0,Other,Reject
975,Female,True,3.5,Humanities,,750.0,5.0,Financial Services,Admit
976,Male,False,3.41,Humanities,Black,650.0,6.0,Investment Management,Reject
977,Female,True,,Humanities,,720.0,5.0,PE/VC,Reject
978,Male,False,3.33,Humanities,Asian,700.0,6.0,Consulting,Reject
979,Male,,3.21,STEM,White,610.0,6.0,Consulting,Reject
980,Male,False,3.2,STEM,Asian,690.0,4.0,PE/VC,Reject
981,Male,False,3.32,Business,White,670.0,5.0,Health Care,Reject
982,Male,False,3.24,STEM,Black,620.0,4.0,Health Care,Reject
983,Male,False,3.19,Business,Hispanic,630.0,5.0,Financial Services,Reject
984,Male,False,3.43,Humanities,Black,680.0,5.0,Technology,Reject
985,Male,False,3.36,Humanities,White,650.0,5.0,Nonprofit/Gov,Reject
986,Female,,3.13,STEM,Asian,620.0,4.0,Other,Reject
987,Male,False,3.21,Business,,570.0,5.0,Nonprofit/Gov,Reject
988,Female,False,3.15,STEM,Black,670.0,7.0,Real Estate,Reject
989,Female,True,3.2,STEM,,630.0,4.0,Nonprofit/Gov,Reject
990,Female,,3.2,Humanities,Other,,6.0,PE/VC,Admit
991,,False,2.97,Humanities,White,620.0,5.0,Nonprofit/Gov,Reject
992,Male,False,3.47,Business,White,680.0,4.0,Consulting,Reject
993,Female,False,3.27,STEM,Black,650.0,3.0,PE/VC,Reject
994,Male,True,2.92,Humanities,,570.0,4.0,Consulting,Reject
995,,False,3.46,Business,,710.0,5.0,PE/VC,Admit
996,Male,False,3.14,STEM,Black,,,Financial Services,Reject
997,Male,True,3.29,,,660.0,5.0,PE/VC,Reject
998,Male,False,3.16,Humanities,White,620.0,5.0,Technology,Reject
999,Male,False,3.55,STEM,Hispanic,780.0,5.0,Investment Banking,Reject
1000,Female,False,3.19,Humanities,Other,640.0,6.0,Consulting,Waitlist
1001,Male,False,,Humanities,Black,670.0,5.0,PE/VC,Reject
1002,Male,False,3.21,Business,Asian,610.0,5.0,Nonprofit/Gov,Reject
1003,Female,False,3.27,Humanities,Black,660.0,3.0,Nonprofit/Gov,Reject
1004,Male,True,3.42,Business,,720.0,5.0,PE/VC,Reject
1005,Female,False,3.5,STEM,Asian,730.0,3.0,Real Estate,Reject
1006,Male,False,3.18,STEM,White,710.0,4.0,Consulting,Reject
1007,Male,False,3.1,Humanities,Asian,570.0,5.0,Consulting,Reject
1008,,False,3.39,STEM,,620.0,6.0,Consulting,Reject
1009,Male,False,3.41,,Asian,690.0,6.0,PE/VC,Admit
1010,Male,False,3.09,Business,White,630.0,5.0,Consulting,Reject
1011,Male,,3.02,Business,White,660.0,5.0,Consulting,Reject
1012,Male,True,3.17,Humanities,,670.0,6.0,Investment Banking,Reject
1013,Male,False,3.39,Business,Hispanic,690.0,4.0,Health Care,Reject
1014,Male,False,3.44,STEM,White,690.0,5.0,PE/VC,Reject
1015,Female,True,3.38,Business,,650.0,4.0,Financial Services,Reject
1016,Male,False,3.07,STEM,Other,600.0,4.0,PE/VC,Reject
1017,Female,False,3.45,Humanities,Asian,710.0,7.0,CPG,Admit
1018,Male,True,3.26,Humanities,,690.0,5.0,Consulting,Admit
1019,Male,True,3.24,Humanities,,720.0,4.0,Nonprofit/Gov,Reject
1020,Female,False,3.12,STEM,White,570.0,5.0,PE/VC,Reject
1021,Female,True,3.25,Humanities,,670.0,3.0,Consulting,Admit
1022,Female,False,3.24,Business,Other,650.0,4.0,Consulting,Waitlist
1023,Male,False,3.25,STEM,Asian,640.0,6.0,Nonprofit/Gov,Reject
1024,Male,,3.39,Humanities,White,630.0,6.0,Technology,Reject
1025,,False,3.07,Business,White,620.0,4.0,Consulting,Reject
1026,Male,False,3.16,Humanities,White,,5.0,Consulting,Reject
1027,,False,3.42,Business,Hispanic,700.0,5.0,Nonprofit/Gov,Reject
1028,Male,False,3.11,Humanities,Hispanic,610.0,5.0,,Reject
1029,Male,False,3.51,Humanities,White,710.0,6.0,Investment Banking,Admit
1030,Male,False,3.24,STEM,Asian,630.0,5.0,Technology,Reject
1031,Female,False,3.2,Business,White,630.0,3.0,Consulting,Reject
1032,Female,False,3.25,STEM,Black,580.0,4.0,Consulting,Reject
1033,Male,,3.32,STEM,,700.0,5.0,Technology,Admit
1034,Male,,3.12,Business,,610.0,5.0,Investment Management,Reject
1036,Male,True,3.17,Humanities,,650.0,4.0,Real Estate,Reject
1037,Male,True,2.97,STEM,,,4.0,Nonprofit/Gov,Reject
1038,Female,False,3.06,Business,Black,660.0,6.0,Health Care,Reject
1039,Male,False,3.21,Humanities,Asian,710.0,5.0,Technology,Reject
1040,Male,False,3.46,STEM,White,630.0,7.0,Investment Banking,Reject
1041,Male,False,3.17,Humanities,White,670.0,5.0,Real Estate,Reject
1042,Male,,3.3,STEM,,690.0,5.0,Investment Banking,Admit
1043,Female,False,3.12,Business,Hispanic,620.0,4.0,Technology,Reject
1044,Male,True,3.28,Business,,640.0,5.0,,Reject
1045,Female,True,3.21,Humanities,,690.0,5.0,PE/VC,Admit
1046,Male,False,,Humanities,,630.0,6.0,Nonprofit/Gov,Reject
1047,Female,,,STEM,,600.0,4.0,Financial Services,Reject
1048,Male,True,3.4,STEM,,580.0,,Consulting,Reject
1049,Male,False,3.39,Business,Black,580.0,4.0,Technology,Reject
1050,Female,False,3.2,Business,White,580.0,6.0,,Reject
1051,Male,True,3.24,Business,,640.0,5.0,Other,Reject
1052,Female,True,,STEM,,650.0,,Consulting,Reject
1053,Male,False,3.15,Humanities,Hispanic,570.0,5.0,,Reject
1055,Male,,3.4,,White,730.0,5.0,Technology,Admit
1056,Male,False,3.36,STEM,Hispanic,570.0,5.0,Investment Management,Reject
1057,Male,True,3.43,Business,,670.0,5.0,Nonprofit/Gov,Reject
1058,Male,False,3.2,Business,Asian,660.0,3.0,Other,Reject
1059,Female,False,3.52,STEM,Black,720.0,4.0,Health Care,Reject
1060,,False,3.12,STEM,Black,570.0,5.0,PE/VC,Reject
1061,Male,False,3.21,Humanities,Asian,570.0,5.0,Consulting,Reject
1062,Male,False,3.33,Humanities,White,690.0,4.0,Other,Reject
1063,Female,True,3.26,Humanities,,750.0,7.0,Investment Management,Admit
1064,Female,False,3.4,Business,White,590.0,4.0,Consulting,Reject
1065,Male,True,3.06,Humanities,,630.0,6.0,Investment Banking,Reject
1066,Male,False,3.18,,White,650.0,4.0,Other,Reject
1067,Female,False,,STEM,Other,600.0,7.0,PE/VC,Reject
1068,Male,False,3.11,Humanities,Asian,590.0,4.0,Consulting,Reject
1069,Male,False,3.32,STEM,,620.0,5.0,PE/VC,Reject
1070,Female,,3.28,STEM,White,,5.0,Health Care,Reject
1071,,False,3.04,Humanities,Hispanic,630.0,6.0,Investment Banking,Reject
1072,,False,3.31,Humanities,White,650.0,4.0,Technology,Reject
1073,Male,True,3.19,STEM,,630.0,5.0,PE/VC,Reject
1074,Male,False,3.3,STEM,White,,6.0,Financial Services,Admit
1075,Male,False,3.15,Business,Black,600.0,6.0,PE/VC,Reject
1076,Male,True,3.6,Business,,780.0,5.0,Health Care,Admit
1077,Male,False,3.16,Humanities,Asian,620.0,5.0,Consulting,Reject
1078,Female,True,3.45,Humanities,,690.0,3.0,PE/VC,Admit
1079,Female,True,3.57,STEM,,680.0,6.0,Other,Admit
1080,Female,False,3.06,Business,Hispanic,730.0,5.0,Nonprofit/Gov,Reject
1081,Male,False,3.02,Humanities,,590.0,5.0,Consulting,Reject
1082,Male,True,2.99,,,640.0,8.0,,Reject
1083,Female,True,3.18,Business,,570.0,3.0,Technology,Reject
1084,Male,False,3.36,STEM,Asian,700.0,5.0,,Reject
1085,Male,False,3.21,Humanities,White,610.0,5.0,Other,Reject
1086,Male,True,3.34,Business,,680.0,5.0,Consulting,Reject
1087,Male,False,3.35,STEM,Asian,720.0,5.0,PE/VC,Admit
1088,Male,False,3.34,Humanities,Asian,720.0,6.0,Health Care,Reject
1089,,False,3.15,,,600.0,6.0,PE/VC,Reject
1090,Female,True,3.21,Humanities,,,5.0,Nonprofit/Gov,Reject
1091,Female,True,3.38,Business,,700.0,6.0,Financial Services,Reject
1092,Male,False,3.29,,White,670.0,5.0,PE/VC,Reject
1093,Male,False,2.93,Humanities,Asian,570.0,,Consulting,Reject
1094,Male,False,3.03,STEM,White,660.0,5.0,Technology,Reject
1095,Female,False,3.14,Business,White,570.0,6.0,Consulting,Reject
1096,Male,False,3.31,STEM,Other,680.0,3.0,PE/VC,Admit
1097,Male,True,3.21,Business,,620.0,5.0,Financial Services,Reject
1098,Female,True,3.23,Business,,690.0,5.0,Investment Banking,Reject
1099,Male,False,3.22,Business,Hispanic,620.0,4.0,Nonprofit/Gov,Reject
1100,Male,False,3.07,STEM,Hispanic,580.0,8.0,Consulting,Reject
1101,Female,,3.29,Humanities,Asian,730.0,5.0,Nonprofit/Gov,Reject
1102,Male,False,3.25,Humanities,White,730.0,5.0,Consulting,Reject
1103,Female,True,3.06,Business,,660.0,6.0,Health Care,Reject
1104,Male,True,3.35,Humanities,,720.0,5.0,Real Estate,Reject
1105,Female,False,3.25,Humanities,White,620.0,5.0,Consulting,Reject
1106,Female,False,3.13,Business,,600.0,6.0,PE/VC,Reject
1107,Male,False,3.25,STEM,Hispanic,610.0,5.0,Health Care,Reject
1108,Male,True,3.04,STEM,,650.0,4.0,Consulting,Reject
1109,Male,False,3.17,,Asian,570.0,5.0,Investment Banking,Reject
1110,Male,False,3.33,STEM,Other,700.0,5.0,PE/VC,Reject
1111,Male,,3.27,Business,Black,660.0,6.0,Technology,Reject
1112,Male,False,3.34,Humanities,Other,610.0,5.0,PE/VC,Reject
1113,Male,False,3.05,Humanities,Asian,620.0,4.0,PE/VC,Reject
1114,Male,True,3.42,Business,,680.0,7.0,Real Estate,Reject
1115,Male,False,3.22,STEM,Hispanic,630.0,6.0,Consulting,Reject
1116,Male,True,3.14,Humanities,,730.0,5.0,Consulting,Reject
1117,Female,False,3.31,Humanities,Black,660.0,4.0,Other,Reject
1118,Female,False,3.57,Business,White,680.0,4.0,PE/VC,Admit
1119,Male,True,3.45,Humanities,,660.0,4.0,Other,Reject
1120,Male,True,3.07,,,660.0,5.0,Investment Banking,Reject
1121,Female,False,3.2,Business,,610.0,5.0,Nonprofit/Gov,Reject
1122,Female,True,3.35,Business,,700.0,6.0,Technology,Admit
1123,Female,True,3.66,Humanities,,730.0,6.0,Health Care,Reject
1124,Female,True,3.32,Humanities,,710.0,5.0,Nonprofit/Gov,Reject
1125,,False,3.29,STEM,White,710.0,5.0,,Admit
1126,Male,False,3.07,Humanities,Black,640.0,6.0,PE/VC,Reject
1127,Male,False,3.26,Humanities,Asian,670.0,5.0,Other,Admit
1128,Male,True,,Humanities,,640.0,5.0,PE/VC,Reject
1129,Male,True,3.33,Business,,680.0,7.0,Investment Banking,Reject
1130,,False,3.4,Business,Black,710.0,,Health Care,Reject
1131,Female,False,3.36,Business,White,610.0,5.0,PE/VC,Reject
1132,Female,True,3.58,Humanities,,720.0,5.0,Media/Entertainment,Admit
1133,Male,False,3.29,Humanities,Hispanic,660.0,,Technology,Reject
1134,,False,3.19,Humanities,White,640.0,4.0,Investment Banking,Reject
1135,Male,True,3.43,Humanities,,,3.0,Nonprofit/Gov,Reject
1136,Female,False,,STEM,Black,600.0,5.0,PE/VC,Reject
1137,Female,False,3.16,Business,Black,610.0,4.0,Financial Services,Reject
1138,Female,False,3.24,Business,Asian,580.0,6.0,,Reject
1139,Male,False,3.36,Humanities,Hispanic,690.0,5.0,Consulting,Reject
1140,Male,False,3.13,Business,Hispanic,700.0,7.0,Consulting,Reject
1141,Female,False,3.14,STEM,Asian,660.0,7.0,PE/VC,Reject
1142,Female,True,3.29,Humanities,,690.0,5.0,PE/VC,Admit
1143,Female,False,3.54,Humanities,Asian,710.0,4.0,Other,Reject
1144,Male,False,3.24,Business,Hispanic,670.0,4.0,CPG,Reject
1145,Male,False,2.97,Business,Hispanic,610.0,5.0,Consulting,Reject
1146,Female,False,3.34,Business,Hispanic,630.0,4.0,Investment Banking,Reject
1147,Female,,,STEM,Asian,700.0,4.0,Investment Banking,Admit
1148,Male,False,,Humanities,White,650.0,6.0,Investment Banking,Reject
1149,Male,True,3.4,STEM,,750.0,4.0,Nonprofit/Gov,Admit
1150,Female,False,,STEM,Asian,660.0,,Financial Services,Reject
1151,Male,True,3.17,Business,,590.0,,,Reject
1152,Female,False,3.31,STEM,Black,660.0,6.0,Investment Banking,Waitlist
1153,Male,,3.38,Humanities,White,680.0,5.0,Investment Banking,Reject
1154,Female,True,3.23,Humanities,,610.0,6.0,PE/VC,Reject
1155,Male,False,3.44,Humanities,Black,680.0,6.0,Nonprofit/Gov,Reject
1156,Female,False,3.19,STEM,White,680.0,4.0,Nonprofit/Gov,Reject
1157,Male,True,3.32,Humanities,,710.0,6.0,Nonprofit/Gov,Admit
1158,Male,False,3.32,Business,Asian,770.0,5.0,Health Care,Admit
1159,Male,False,2.81,,White,570.0,5.0,Consulting,Reject
1160,Female,True,2.97,Business,,600.0,2.0,Consulting,Reject
1161,Female,False,3.53,Humanities,Asian,780.0,5.0,Consulting,Reject
1162,Male,True,3.33,STEM,,680.0,4.0,Nonprofit/Gov,Reject
1163,Male,True,3.06,STEM,,610.0,3.0,Technology,Reject
1164,Male,False,3.24,Humanities,White,670.0,4.0,Investment Banking,Waitlist
1165,Male,False,3.32,Humanities,,720.0,5.0,PE/VC,Reject
1166,Male,False,3.61,Humanities,Black,760.0,3.0,Financial Services,Reject
1167,Male,,3.23,Humanities,,630.0,4.0,Technology,Reject
1168,Male,False,3.47,STEM,Black,700.0,5.0,Nonprofit/Gov,Admit
1169,Male,False,3.13,,Black,620.0,5.0,Consulting,Reject
1170,Female,False,,STEM,White,740.0,3.0,Technology,Admit
1171,Male,False,3.28,Humanities,Black,680.0,5.0,Investment Banking,Reject
1172,Female,False,3.15,Humanities,Asian,610.0,5.0,CPG,Reject
1173,Male,False,3.28,Humanities,White,590.0,5.0,Health Care,Reject
1174,Male,True,3.35,STEM,,630.0,4.0,Real Estate,Reject
1175,Female,True,3.31,,,680.0,6.0,Consulting,Admit
1176,Male,False,3.06,Humanities,White,660.0,5.0,Consulting,Reject
1177,Male,False,,Humanities,Asian,680.0,,Technology,Reject
1178,Female,False,3.24,STEM,Asian,610.0,6.0,Retail,Reject
1179,Male,False,3.28,,White,690.0,6.0,Technology,Reject
1180,Female,True,,Business,,640.0,5.0,Consulting,Reject
1181,Female,False,3.25,,White,670.0,5.0,Investment Banking,Reject
1182,,False,3.26,STEM,White,720.0,4.0,Financial Services,Admit
1183,Male,True,2.91,STEM,,580.0,3.0,PE/VC,Reject
1184,Female,False,2.95,STEM,Black,570.0,4.0,Media/Entertainment,Reject
1185,Female,False,3.3,Humanities,,650.0,5.0,Media/Entertainment,Reject
1186,Male,,3.2,Humanities,Asian,640.0,4.0,Technology,Reject
1187,Female,False,3.74,Humanities,White,760.0,4.0,Nonprofit/Gov,Admit
1188,Male,True,3.49,Business,,690.0,6.0,PE/VC,Reject
1190,Male,True,3.25,Humanities,,710.0,3.0,Health Care,Reject
1191,Male,True,,Humanities,,620.0,7.0,Consulting,Reject
1192,Female,True,3.55,Humanities,,670.0,3.0,Nonprofit/Gov,Reject
1193,Male,False,3.34,STEM,White,620.0,6.0,Investment Banking,Reject
1194,Male,False,3.02,Humanities,Black,590.0,4.0,Nonprofit/Gov,Reject
1195,Male,True,3.4,Business,,650.0,4.0,Nonprofit/Gov,Reject
1196,Male,False,3.59,Humanities,Black,710.0,6.0,Investment Banking,Reject
1197,Male,False,3.5,STEM,Black,730.0,5.0,Other,Admit
1198,Male,True,3.24,STEM,,620.0,5.0,Financial Services,Reject
1199,Male,False,3.35,Humanities,Black,,5.0,Energy,Admit
1200,Female,False,3.18,STEM,Asian,650.0,,Nonprofit/Gov,Reject
1201,Male,False,3.56,Humanities,Black,650.0,5.0,Consulting,Reject
1202,Male,False,3.24,STEM,Hispanic,570.0,7.0,Consulting,Reject
1203,Male,False,3.13,STEM,White,620.0,5.0,Consulting,Reject
1204,Female,False,3.26,Humanities,Black,760.0,6.0,,Reject
1205,Male,,3.11,Humanities,,600.0,3.0,PE/VC,Reject
1206,Female,True,3.09,Business,,620.0,5.0,Other,Reject
1207,Female,False,3.18,Humanities,White,630.0,6.0,Technology,Reject
1208,Male,False,3.13,STEM,Black,660.0,5.0,PE/VC,Reject
1209,Male,True,3.27,Humanities,,760.0,6.0,Consulting,Reject
1210,Male,True,3.41,Business,,620.0,3.0,Technology,Reject
1211,Male,False,2.89,Humanities,White,570.0,9.0,Consulting,Reject
1212,Male,,3.24,Humanities,,710.0,6.0,Health Care,Reject
1213,Male,False,3.18,STEM,Black,650.0,4.0,Investment Management,Reject
1214,Female,False,3.18,Humanities,Black,600.0,5.0,Nonprofit/Gov,Reject
1215,Female,False,3.11,STEM,Asian,680.0,5.0,Technology,Reject
1216,Female,,3.12,Humanities,White,570.0,6.0,Investment Banking,Reject
1217,Male,False,3.17,Humanities,White,630.0,5.0,Technology,Reject
1218,Male,True,3.34,Humanities,,660.0,,Health Care,Admit
1219,Female,False,3.25,Humanities,White,600.0,4.0,Technology,Reject
1220,Female,False,3.25,Business,White,630.0,3.0,Financial Services,Reject
1221,Male,False,3.24,STEM,White,,5.0,Nonprofit/Gov,Reject
1222,Male,False,3.2,Humanities,White,660.0,7.0,Financial Services,Reject
1223,Female,False,3.36,Humanities,Other,640.0,5.0,PE/VC,Reject
1224,Male,True,3.23,,,620.0,5.0,Technology,Reject
1225,Male,True,3.02,Humanities,,570.0,6.0,PE/VC,Reject
1226,Female,False,3.35,STEM,White,680.0,4.0,Investment Banking,Reject
1227,Female,False,,Humanities,Hispanic,620.0,4.0,Consulting,Reject
1228,Male,False,2.97,Business,Asian,580.0,6.0,PE/VC,Reject
1229,Female,False,3.22,Business,White,590.0,5.0,Consulting,Reject
1230,Male,False,3.37,STEM,Asian,740.0,7.0,,Reject
1231,Male,False,3.18,Humanities,Black,610.0,5.0,Nonprofit/Gov,Reject
1232,Male,False,3.04,Humanities,White,600.0,6.0,Financial Services,Reject
1233,Male,False,,Business,Black,640.0,4.0,Health Care,Reject
1234,Male,,,Business,,630.0,5.0,Technology,Reject
1235,Female,False,3.23,,Black,630.0,4.0,Consulting,Reject
1236,Male,True,3.45,Humanities,,720.0,7.0,PE/VC,Reject
1237,Male,True,2.96,Business,,590.0,6.0,Investment Banking,Reject
1238,Male,True,3.14,,,660.0,4.0,Other,Reject
1239,Male,False,3.29,Humanities,Other,770.0,5.0,Financial Services,Admit
1240,Male,False,3.34,STEM,Black,600.0,5.0,Consulting,Reject
1241,Female,False,3.23,Humanities,Hispanic,710.0,5.0,Nonprofit/Gov,Reject
1242,Male,False,3.15,STEM,White,620.0,5.0,Consulting,Reject
1243,Male,True,3.22,STEM,,,,PE/VC,Reject
1244,Female,False,3.19,Business,Hispanic,590.0,4.0,Nonprofit/Gov,Reject
1245,Male,False,3.41,,White,640.0,4.0,CPG,Reject
1246,Male,False,3.19,STEM,Black,590.0,5.0,Investment Banking,Reject
1247,Male,True,3.29,Business,,700.0,4.0,Technology,Reject
1248,Male,False,3.29,STEM,,600.0,6.0,Other,Reject
1249,Male,True,3.21,STEM,,720.0,5.0,Health Care,Reject
1250,Female,True,3.32,STEM,,620.0,4.0,Consulting,Reject
1251,Male,False,3.37,STEM,Other,,4.0,Consulting,Reject
1252,Male,True,3.31,Humanities,,630.0,5.0,Consulting,Reject
1253,Female,False,3.2,Humanities,White,570.0,3.0,Consulting,Reject
1254,Male,False,3.14,STEM,White,590.0,5.0,Nonprofit/Gov,Reject
1255,Male,True,3.22,Business,,620.0,5.0,Consulting,Reject
1256,Female,False,3.29,STEM,White,620.0,6.0,PE/VC,Reject
1257,Female,True,,Humanities,,600.0,4.0,Health Care,Reject
1258,Female,False,3.11,STEM,Asian,720.0,6.0,Consulting,Reject
1259,,False,3.12,Humanities,Black,610.0,5.0,Investment Banking,Reject
1260,Male,True,2.99,Humanities,,580.0,7.0,Consulting,Reject
1261,Male,False,,,Black,720.0,7.0,Consulting,Reject
